owner_age,owner_gender,geo_zone,vehicle_classification,vehicle_age,duration,n_claims,claim_cost,claim_frequency
32,1,5,1,49,0.627397,0,0,0.0
32,1,5,2,16,1.0,0,0,0.0
32,1,5,2,48,0.50411,0,0,0.0
32,1,5,3,2,0.490411,0,0,0.0
32,1,5,3,3,0.567123,0,0,0.0
32,1,5,3,4,0.99726,0,0,0.0
32,1,5,3,10,0.145205,0,0,0.0
32,1,5,3,12,0.172603,0,0,0.0
32,1,5,3,14,1.0,0,0,0.0
32,1,5,3,21,1.0,0,0,0.0
32,1,5,4,2,0.284932,0,0,0.0
32,1,5,4,8,0.49589,0,0,0.0
32,1,5,5,8,1.0,0,0,0.0
32,1,5,5,9,1.0,0,0,0.0
32,1,5,5,14,0.832877,0,0,0.0
32,1,5,5,14,0.106849,0,0,0.0
32,1,5,5,18,0.252055,0,0,0.0
32,1,5,6,0,0.465753,0,0,0.0
32,1,5,6,7,0.246575,0,0,0.0
32,1,5,6,7,0.476712,0,0,0.0
32,1,5,6,9,1.0,0,0,0.0
32,1,5,6,15,0.953425,0,0,0.0
32,1,6,1,15,1.0,0,0,0.0
32,1,6,1,17,0.210959,0,0,0.0
32,1,6,1,19,1.00274,0,0,0.0
32,1,6,1,35,1.0,0,0,0.0
32,1,6,2,42,1.0,0,0,0.0
32,1,6,3,0,0.487671,0,0,0.0
32,1,6,3,1,0.49589,0,0,0.0
32,1,6,3,1,0.50411,0,0,0.0
32,1,6,3,1,1.109589,0,0,0.0
32,1,6,3,7,1.0,0,0,0.0
32,1,6,3,13,0.873973,0,0,0.0
32,1,6,3,16,0.717808,0,0,0.0
32,1,6,3,16,1.249315,0,0,0.0
32,1,6,3,20,0.60274,0,0,0.0
32,1,6,3,24,0.476712,0,0,0.0
32,1,6,3,34,0.490411,0,0,0.0
32,1,6,3,45,0.49863,0,0,0.0
32,1,6,3,45,0.50137,0,0,0.0
32,1,6,4,16,1.0,0,0,0.0
32,1,6,4,19,0.268493,0,0,0.0
32,1,6,5,4,0.334247,0,0,0.0
32,1,6,5,6,0.923288,0,0,0.0
32,1,6,5,9,0.49589,0,0,0.0
32,1,6,5,12,0.967123,0,0,0.0
32,1,6,5,16,1.0,0,0,0.0
32,1,6,5,17,0.49863,0,0,0.0
32,1,6,6,9,0.619178,0,0,0.0
32,1,6,6,11,0.087671,0,0,0.0
32,1,6,6,11,0.961644,0,0,0.0
32,1,6,6,14,1.0,0,0,0.0
32,1,6,6,14,0.972603,0,0,0.0
32,1,6,6,15,0.917808,0,0,0.0
32,1,6,6,15,0.50411,0,0,0.0
32,1,6,7,14,0.241096,0,0,0.0
32,1,7,1,11,1.00274,0,0,0.0
32,1,7,3,19,1.0,0,0,0.0
32,1,7,4,11,0.953425,0,0,0.0
32,1,7,4,11,0.564384,0,0,0.0
33,0,1,1,11,1.0,0,0,0.0
33,0,1,1,12,0.430137,0,0,0.0
33,0,1,1,15,0.972603,0,0,0.0
33,0,1,2,16,1.0,0,0,0.0
33,0,1,3,2,0.684932,0,0,0.0
33,0,1,3,2,0.978082,0,0,0.0
33,0,1,3,4,0.49589,0,0,0.0
33,0,1,3,4,0.50411,0,0,0.0
33,0,1,3,8,0.09589,0,0,0.0
33,0,1,3,12,0.49589,0,0,0.0
33,0,1,3,12,0.50411,0,0,0.0
33,0,1,3,15,0.378082,0,0,0.0
33,0,1,3,17,0.942466,0,0,0.0
33,0,1,3,18,0.950685,0,0,0.0
33,0,1,3,18,0.180822,0,0,0.0
33,0,1,4,1,0.49863,0,0,0.0
33,0,1,4,2,0.158904,0,0,0.0
33,0,1,4,3,0.421918,0,0,0.0
33,0,1,4,6,0.649315,0,0,0.0
33,0,1,4,8,0.789041,0,0,0.0
33,0,1,4,10,0.643836,0,0,0.0
33,0,1,4,15,0.958904,0,0,0.0
33,0,1,4,17,0.252055,0,0,0.0
33,0,1,4,18,0.4,0,0,0.0
33,0,1,4,28,1.0,0,0,0.0
33,0,1,4,46,0.983562,0,0,0.0
33,0,1,4,46,0.027397,0,0,0.0
33,0,1,5,4,1.0,0,0,0.0
33,0,1,5,7,1.430137,0,0,0.0
33,0,1,5,11,0.764384,0,0,0.0
33,0,1,5,15,0.49589,0,0,0.0
33,0,1,5,16,0.49589,0,0,0.0
33,0,1,5,16,0.375342,0,0,0.0
33,0,1,6,11,0.049315,0,0,0.0
33,0,1,6,14,1.0,0,0,0.0
33,0,2,1,3,0.756164,0,0,0.0
33,0,2,1,22,0.928767,0,0,0.0
33,0,2,1,31,0.750685,0,0,0.0
33,0,2,1,31,0.249315,0,0,0.0
33,0,2,2,16,0.739726,0,0,0.0
33,0,2,2,17,0.449315,0,0,0.0
33,0,2,3,0,0.156164,0,0,0.0
33,0,2,3,1,0.994521,0,0,0.0
33,0,2,3,3,0.958904,0,0,0.0
33,0,2,3,4,1.0,0,0,0.0
33,0,2,3,11,0.336986,0,0,0.0
33,0,2,3,13,0.50411,0,0,0.0
33,0,2,3,13,0.753425,0,0,0.0
33,0,2,3,13,0.249315,0,0,0.0
33,0,2,3,13,0.873973,0,0,0.0
33,0,2,3,14,0.320548,0,0,0.0
33,0,2,3,15,1.0,0,0,0.0
33,0,2,3,18,0.542466,0,0,0.0
33,0,2,3,20,0.594521,0,0,0.0
33,0,2,3,24,1.0,0,0,0.0
33,0,2,3,27,0.594521,0,0,0.0
33,0,2,4,9,0.972603,0,0,0.0
33,0,2,4,13,1.175342,0,0,0.0
33,0,2,4,14,0.986301,0,0,0.0
33,0,2,4,15,1.0,0,0,0.0
33,0,2,4,16,0.49863,0,0,0.0
33,0,2,4,16,0.50137,0,0,0.0
33,0,2,4,16,1.0,0,0,0.0
33,0,2,4,17,0.49863,0,0,0.0
33,0,2,4,18,0.052055,0,0,0.0
33,0,2,4,25,0.49589,0,0,0.0
33,0,2,4,27,0.463014,0,0,0.0
33,0,2,5,2,0.410959,0,0,0.0
33,0,2,5,3,1.0,0,0,0.0
33,0,2,5,9,0.345205,0,0,0.0
33,0,2,5,15,0.791781,0,0,0.0
33,0,2,6,9,0.50411,0,0,0.0
33,0,2,6,11,0.50411,0,0,0.0
33,0,2,6,13,0.482192,0,0,0.0
33,0,2,6,13,0.479452,0,0,0.0
33,0,2,6,15,0.49863,0,0,0.0
33,0,3,1,41,1.0,0,0,0.0
33,0,3,3,0,0.068493,0,0,0.0
33,0,3,3,1,0.479452,0,0,0.0
33,0,3,3,3,1.0,0,0,0.0
33,0,3,3,12,2.465753,0,0,0.0
33,0,3,3,15,0.994521,0,0,0.0
33,0,3,3,15,1.046575,0,0,0.0
33,0,3,3,16,1.0,0,0,0.0
33,0,3,3,18,0.956164,0,0,0.0
33,0,3,3,21,1.0,0,0,0.0
33,0,3,3,21,0.939726,0,0,0.0
33,0,3,4,2,0.832877,0,0,0.0
33,0,3,4,13,1.246575,0,0,0.0
33,0,3,4,13,0.4,0,0,0.0
33,0,3,4,13,0.164384,0,0,0.0
33,0,3,4,15,0.991781,0,0,0.0
33,0,3,4,15,0.917808,0,0,0.0
33,0,3,4,18,0.953425,0,0,0.0
33,0,3,5,6,0.4,0,0,0.0
33,0,3,5,11,1.468493,0,0,0.0
33,0,3,5,11,0.230137,0,0,0.0
33,0,3,5,13,0.419178,0,0,0.0
33,0,3,5,14,0.49863,0,0,0.0
33,0,3,5,14,0.50137,0,0,0.0
33,0,3,5,14,1.419178,0,0,0.0
33,0,3,5,15,0.416438,0,0,0.0
33,0,3,5,15,0.575342,0,0,0.0
33,0,3,6,9,0.539726,0,0,0.0
33,0,3,6,10,0.005479,0,0,0.0
33,0,3,6,11,0.035616,0,0,0.0
33,0,3,6,14,1.189041,1,6187,0.8410138927084937
33,0,3,6,15,0.928767,0,0,0.0
33,0,3,6,15,0.460274,0,0,0.0
33,0,4,1,7,0.967123,0,0,0.0
33,0,4,1,16,0.972603,0,0,0.0
33,0,4,1,26,0.791781,0,0,0.0
33,0,4,1,26,1.0,0,0,0.0
33,0,4,1,52,1.0,0,0,0.0
33,0,4,1,64,0.49589,0,0,0.0
33,0,4,1,64,0.2,0,0,0.0
33,0,4,2,0,0.493151,0,0,0.0
33,0,4,2,1,0.934247,0,0,0.0
33,0,4,2,2,0.920548,0,0,0.0
33,0,4,2,2,1.0,0,0,0.0
33,0,4,2,14,0.463014,0,0,0.0
33,0,4,2,14,0.046575,0,0,0.0
33,0,4,2,14,1.0,0,0,0.0
33,0,4,2,15,1.00274,0,0,0.0
33,0,4,2,16,0.358904,0,0,0.0
33,0,4,2,18,0.956164,0,0,0.0
33,0,4,2,21,0.939726,0,0,0.0
33,0,4,3,0,0.421918,0,0,0.0
33,0,4,3,1,0.454795,0,0,0.0
33,0,4,3,1,0.50137,0,0,0.0
33,0,4,3,1,1.89863,0,0,0.0
33,0,4,3,2,0.923288,0,0,0.0
33,0,4,3,3,1.0,0,0,0.0
33,0,4,3,4,0.432877,0,0,0.0
33,0,4,3,6,1.0,0,0,0.0
33,0,4,3,6,0.99726,0,0,0.0
33,0,4,3,12,1.463014,0,0,0.0
33,0,4,3,12,0.150685,0,0,0.0
33,0,4,3,13,1.0,0,0,0.0
33,0,4,3,14,0.252055,0,0,0.0
33,0,4,3,15,1.947945,0,0,0.0
33,0,4,3,15,1.0,0,0,0.0
33,0,4,3,16,0.482192,0,0,0.0
33,0,4,3,16,0.50411,0,0,0.0
33,0,4,3,17,1.493151,0,0,0.0
33,0,4,3,17,1.460274,0,0,0.0
33,0,4,3,18,0.934247,0,0,0.0
33,0,4,3,20,0.479452,0,0,0.0
33,0,4,3,25,0.80274,0,0,0.0
33,0,4,4,6,0.326027,0,0,0.0
33,0,4,4,8,0.873973,0,0,0.0
33,0,4,4,9,0.49863,0,0,0.0
33,0,4,4,12,0.99726,0,0,0.0
33,0,4,4,13,0.134247,0,0,0.0
33,0,4,4,14,0.926027,0,0,0.0
33,0,4,4,17,0.668493,0,0,0.0
33,0,4,4,17,0.961644,0,0,0.0
33,0,4,4,17,0.342466,0,0,0.0
33,0,4,4,18,1.942466,0,0,0.0
33,0,4,4,22,0.736986,0,0,0.0
33,0,4,4,22,0.884932,0,0,0.0
33,0,4,5,4,0.331507,0,0,0.0
33,0,4,5,6,1.0,0,0,0.0
33,0,4,5,8,0.523288,0,0,0.0
33,0,4,5,9,0.449315,0,0,0.0
33,0,4,5,11,1.0,0,0,0.0
33,0,4,5,13,0.964384,0,0,0.0
33,0,4,5,13,0.936986,0,0,0.0
33,0,4,5,14,0.934247,0,0,0.0
33,0,4,5,14,0.375342,0,0,0.0
33,0,4,5,15,0.49589,0,0,0.0
33,0,4,5,15,0.50411,0,0,0.0
33,0,4,5,15,0.10137,0,0,0.0
33,0,4,5,15,0.980822,0,0,0.0
33,0,4,5,16,1.087671,0,0,0.0
33,0,4,5,17,0.438356,0,0,0.0
33,0,4,5,17,1.947945,0,0,0.0
33,0,4,5,19,0.49863,0,0,0.0
33,0,4,5,19,1.0,0,0,0.0
33,0,4,5,28,1.0,0,0,0.0
33,0,4,6,0,0.443836,0,0,0.0
33,0,4,6,14,0.271233,0,0,0.0
33,0,4,6,14,1.235616,0,0,0.0
33,0,4,6,17,0.687671,0,0,0.0
33,0,5,3,15,1.0,0,0,0.0
33,0,5,4,1,0.934247,0,0,0.0
33,0,6,3,1,0.934247,0,0,0.0
33,0,6,3,5,1.0,0,0,0.0
33,0,6,3,8,0.49863,0,0,0.0
33,0,6,3,9,0.446575,0,0,0.0
33,0,6,4,8,0.547945,0,0,0.0
33,0,6,4,17,0.989041,0,0,0.0
33,0,6,6,7,0.419178,0,0,0.0
33,0,6,6,16,0.449315,0,0,0.0
33,1,1,1,0,0.353425,0,0,0.0
33,1,1,1,1,0.969863,0,0,0.0
33,1,1,1,2,0.49589,0,0,0.0
33,1,1,1,2,0.50411,0,0,0.0
33,1,1,1,2,0.972603,0,0,0.0
33,1,1,1,3,0.476712,0,0,0.0
33,1,1,1,4,1.035616,0,0,0.0
33,1,1,1,6,1.0,0,0,0.0
33,1,1,1,7,0.550685,0,0,0.0
33,1,1,1,8,0.013699,0,0,0.0
33,1,1,1,17,0.49863,0,0,0.0
33,1,1,1,20,0.123288,0,0,0.0
33,1,1,1,20,0.249315,0,0,0.0
33,1,1,1,25,0.49589,0,0,0.0
33,1,1,1,27,0.019178,0,0,0.0
33,1,1,1,30,0.610959,0,0,0.0
33,1,1,1,34,0.334247,0,0,0.0
33,1,1,1,38,0.832877,0,0,0.0
33,1,1,1,38,1.0,0,0,0.0
33,1,1,1,40,0.926027,0,0,0.0
33,1,1,1,45,0.989041,0,0,0.0
33,1,1,1,50,0.49589,0,0,0.0
33,1,1,1,52,0.961644,0,0,0.0
33,1,1,1,59,0.032877,0,0,0.0
33,1,1,2,2,0.252055,0,0,0.0
33,1,1,2,5,0.49863,0,0,0.0
33,1,1,2,12,0.479452,0,0,0.0
33,1,1,2,15,0.967123,0,0,0.0
33,1,1,2,16,0.882192,0,0,0.0
33,1,1,2,20,0.49589,0,0,0.0
33,1,1,2,29,0.224658,0,0,0.0
33,1,1,2,39,0.041096,0,0,0.0
33,1,1,2,50,0.150685,0,0,0.0
33,1,1,3,0,0.372603,0,0,0.0
33,1,1,3,1,0.980822,0,0,0.0
33,1,1,3,1,0.50411,0,0,0.0
33,1,1,3,1,0.131507,0,0,0.0
33,1,1,3,2,0.29863,0,0,0.0
33,1,1,3,2,0.167123,0,0,0.0
33,1,1,3,3,1.20274,0,0,0.0
33,1,1,3,4,0.750685,0,0,0.0
33,1,1,3,4,0.052055,0,0,0.0
33,1,1,3,4,0.49863,0,0,0.0
33,1,1,3,4,0.50137,0,0,0.0
33,1,1,3,4,1.221918,0,0,0.0
33,1,1,3,5,0.367123,0,0,0.0
33,1,1,3,6,1.010959,0,0,0.0
33,1,1,3,6,1.953425,1,5327,0.5119213688777404
33,1,1,3,8,0.227397,0,0,0.0
33,1,1,3,8,0.361644,0,0,0.0
33,1,1,3,11,1.0,0,0,0.0
33,1,1,3,12,1.0,0,0,0.0
33,1,1,3,13,0.175342,0,0,0.0
33,1,1,3,13,0.30411,0,0,0.0
33,1,1,3,14,0.419178,0,0,0.0
33,1,1,3,15,1.0,0,0,0.0
33,1,1,3,16,1.0,0,0,0.0
33,1,1,3,17,0.115068,0,0,0.0
33,1,1,3,17,0.49863,0,0,0.0
33,1,1,3,17,0.024658,0,0,0.0
33,1,1,3,17,0.306849,0,0,0.0
33,1,1,3,18,0.438356,0,0,0.0
33,1,1,3,18,0.49863,0,0,0.0
33,1,1,3,18,0.413699,0,0,0.0
33,1,1,3,18,0.219178,0,0,0.0
33,1,1,3,18,0.09863,0,0,0.0
33,1,1,3,20,0.49863,0,0,0.0
33,1,1,3,20,0.421918,0,0,0.0
33,1,1,3,22,1.0,0,0,0.0
33,1,1,3,23,0.441096,0,0,0.0
33,1,1,3,24,0.342466,0,0,0.0
33,1,1,3,27,0.443836,0,0,0.0
33,1,1,3,27,0.449315,0,0,0.0
33,1,1,3,28,1.553425,0,0,0.0
33,1,1,3,29,1.0,0,0,0.0
33,1,1,3,30,0.983562,0,0,0.0
33,1,1,3,45,1.0,0,0,0.0
33,1,1,3,51,0.967123,0,0,0.0
33,1,1,4,1,0.046575,0,0,0.0
33,1,1,4,2,0.435616,0,0,0.0
33,1,1,4,3,0.476712,0,0,0.0
33,1,1,4,7,0.369863,0,0,0.0
33,1,1,4,7,0.191781,0,0,0.0
33,1,1,4,9,1.0,0,0,0.0
33,1,1,4,9,0.084932,0,0,0.0
33,1,1,4,9,1.246575,0,0,0.0
33,1,1,4,12,1.164384,0,0,0.0
33,1,1,4,12,1.10137,0,0,0.0
33,1,1,4,14,0.353425,0,0,0.0
33,1,1,4,14,0.441096,0,0,0.0
33,1,1,4,15,0.945205,0,0,0.0
33,1,1,4,15,0.649315,0,0,0.0
33,1,1,4,15,0.10411,0,0,0.0
33,1,1,4,15,1.00274,0,0,0.0
33,1,1,4,16,0.813699,0,0,0.0
33,1,1,4,17,0.293151,0,0,0.0
33,1,1,4,17,1.0,0,0,0.0
33,1,1,4,18,1.0,0,0,0.0
33,1,1,4,24,0.939726,0,0,0.0
33,1,1,4,24,0.942466,0,0,0.0
33,1,1,4,26,0.608219,0,0,0.0
33,1,1,4,26,0.473973,0,0,0.0
33,1,1,4,27,0.958904,0,0,0.0
33,1,1,4,50,0.309589,0,0,0.0
33,1,1,5,1,0.978082,0,0,0.0
33,1,1,5,2,0.358904,0,0,0.0
33,1,1,5,2,1.246575,1,74300,0.8021980225818743
33,1,1,5,3,1.0,0,0,0.0
33,1,1,5,3,0.19726,0,0,0.0
33,1,1,5,5,1.410959,0,0,0.0
33,1,1,5,6,0.49863,0,0,0.0
33,1,1,5,6,0.50137,0,0,0.0
33,1,1,5,7,0.920548,0,0,0.0
33,1,1,5,7,0.728767,0,0,0.0
33,1,1,5,8,0.920548,0,0,0.0
33,1,1,5,10,1.490411,0,0,0.0
33,1,1,5,10,0.50137,0,0,0.0
33,1,1,5,11,0.772603,0,0,0.0
33,1,1,5,11,0.246575,0,0,0.0
33,1,1,5,12,1.0,0,0,0.0
33,1,1,5,13,0.00274,0,0,0.0
33,1,1,5,13,0.945205,0,0,0.0
33,1,1,5,14,0.49589,0,0,0.0
33,1,1,5,14,1.410959,0,0,0.0
33,1,1,5,14,0.147945,0,0,0.0
33,1,1,5,14,1.610959,0,0,0.0
33,1,1,5,15,0.923288,0,0,0.0
33,1,1,5,15,0.980822,1,719,1.0195529871882971
33,1,1,5,16,0.391781,0,0,0.0
33,1,1,5,16,0.405479,0,0,0.0
33,1,1,5,16,0.654795,0,0,0.0
33,1,1,5,17,0.084932,0,0,0.0
33,1,1,5,18,0.926027,0,0,0.0
33,1,1,5,18,0.057534,0,0,0.0
33,1,1,5,18,1.0,0,0,0.0
33,1,1,5,20,0.553425,0,0,0.0
33,1,1,5,20,0.030137,0,0,0.0
33,1,1,5,21,0.484932,0,0,0.0
33,1,1,5,22,0.010959,0,0,0.0
33,1,1,5,22,0.29589,0,0,0.0
33,1,1,5,23,0.619178,0,0,0.0
33,1,1,6,3,0.471233,0,0,0.0
33,1,1,6,6,0.747945,1,11000,1.336996704303124
33,1,1,6,7,0.046575,0,0,0.0
33,1,1,6,7,0.443836,0,0,0.0
33,1,1,6,8,1.123288,0,0,0.0
33,1,1,6,8,1.430137,1,55400,0.6992337097774549
33,1,1,6,9,0.205479,0,0,0.0
33,1,1,6,9,1.0,0,0,0.0
33,1,1,6,9,0.09863,0,0,0.0
33,1,1,6,11,1.0,0,0,0.0
33,1,1,6,11,0.334247,0,0,0.0
33,1,1,6,11,0.126027,0,0,0.0
33,1,1,6,11,0.035616,0,0,0.0
33,1,1,6,12,1.136986,0,0,0.0
33,1,1,6,13,1.465753,0,0,0.0
33,1,1,6,14,1.994521,0,0,0.0
33,1,1,6,15,0.580822,0,0,0.0
33,1,1,6,16,0.252055,0,0,0.0
33,1,1,6,17,1.306849,0,0,0.0
33,1,1,6,19,0.252055,0,0,0.0
33,1,1,6,59,1.0,0,0,0.0
33,1,1,7,9,0.616438,0,0,0.0
33,1,1,7,9,0.468493,0,0,0.0
33,1,2,1,5,0.452055,0,0,0.0
33,1,2,1,5,0.750685,1,9825,1.3321166667776763
33,1,2,1,5,0.249315,0,0,0.0
33,1,2,1,7,1.0,0,0,0.0
33,1,2,1,8,1.0,0,0,0.0
33,1,2,1,11,1.038356,0,0,0.0
33,1,2,1,13,1.0,0,0,0.0
33,1,2,1,13,0.060274,0,0,0.0
33,1,2,1,14,0.043836,0,0,0.0
33,1,2,1,16,0.547945,0,0,0.0
33,1,2,1,29,1.0,0,0,0.0
33,1,2,1,30,0.961644,0,0,0.0
33,1,2,1,34,0.252055,0,0,0.0
33,1,2,1,34,0.723288,0,0,0.0
33,1,2,1,38,2.0,0,0,0.0
33,1,2,1,38,0.071233,0,0,0.0
33,1,2,1,43,1.038356,0,0,0.0
33,1,2,1,45,1.0,0,0,0.0
33,1,2,1,47,1.0,0,0,0.0
33,1,2,1,62,0.657534,0,0,0.0
33,1,2,2,5,0.49589,0,0,0.0
33,1,2,2,5,0.361644,0,0,0.0
33,1,2,2,13,0.065753,0,0,0.0
33,1,2,2,14,0.232877,0,0,0.0
33,1,2,2,15,0.378082,0,0,0.0
33,1,2,2,16,0.438356,0,0,0.0
33,1,2,2,18,1.917808,0,0,0.0
33,1,2,2,27,1.00274,0,0,0.0
33,1,2,2,27,0.024658,0,0,0.0
33,1,2,2,46,0.947945,0,0,0.0
33,1,2,3,0,0.315068,0,0,0.0
33,1,2,3,1,0.923288,0,0,0.0
33,1,2,3,1,0.983562,0,0,0.0
33,1,2,3,1,0.391781,0,0,0.0
33,1,2,3,2,0.569863,0,0,0.0
33,1,2,3,2,0.747945,0,0,0.0
33,1,2,3,3,0.619178,0,0,0.0
33,1,2,3,3,0.756164,0,0,0.0
33,1,2,3,3,1.0,0,0,0.0
33,1,2,3,4,0.835616,0,0,0.0
33,1,2,3,4,0.043836,0,0,0.0
33,1,2,3,8,0.49863,0,0,0.0
33,1,2,3,11,0.205479,0,0,0.0
33,1,2,3,11,0.353425,0,0,0.0
33,1,2,3,12,0.087671,0,0,0.0
33,1,2,3,12,0.586301,0,0,0.0
33,1,2,3,13,0.457534,0,0,0.0
33,1,2,3,13,1.0,0,0,0.0
33,1,2,3,13,0.786301,0,0,0.0
33,1,2,3,14,0.750685,0,0,0.0
33,1,2,3,14,1.449315,0,0,0.0
33,1,2,3,15,1.227397,0,0,0.0
33,1,2,3,16,0.021918,0,0,0.0
33,1,2,3,16,2.0,0,0,0.0
33,1,2,3,16,0.454795,0,0,0.0
33,1,2,3,17,0.052055,0,0,0.0
33,1,2,3,17,0.49863,1,300,2.0054950564546856
33,1,2,3,19,1.00274,0,0,0.0
33,1,2,3,20,1.0,0,0,0.0
33,1,2,3,21,0.50411,0,0,0.0
33,1,2,3,21,1.665753,0,0,0.0
33,1,2,3,21,0.49863,0,0,0.0
33,1,2,3,21,0.50137,0,0,0.0
33,1,2,3,22,0.331507,0,0,0.0
33,1,2,3,28,0.457534,0,0,0.0
33,1,2,4,2,0.082192,0,0,0.0
33,1,2,4,2,0.49863,0,0,0.0
33,1,2,4,3,1.049315,0,0,0.0
33,1,2,4,3,0.427397,0,0,0.0
33,1,2,4,5,0.49589,0,0,0.0
33,1,2,4,6,0.936986,0,0,0.0
33,1,2,4,6,1.0,0,0,0.0
33,1,2,4,7,1.0,0,0,0.0
33,1,2,4,8,0.931507,0,0,0.0
33,1,2,4,8,1.021918,0,0,0.0
33,1,2,4,9,1.315068,0,0,0.0
33,1,2,4,10,1.0,0,0,0.0
33,1,2,4,11,0.49589,0,0,0.0
33,1,2,4,11,0.50411,0,0,0.0
33,1,2,4,11,1.0,0,0,0.0
33,1,2,4,12,0.227397,0,0,0.0
33,1,2,4,12,1.556164,0,0,0.0
33,1,2,4,13,0.49589,0,0,0.0
33,1,2,4,14,0.049315,0,0,0.0
33,1,2,4,14,1.726027,0,0,0.0
33,1,2,4,15,0.923288,0,0,0.0
33,1,2,4,15,1.712329,0,0,0.0
33,1,2,4,16,0.430137,0,0,0.0
33,1,2,4,17,0.49863,0,0,0.0
33,1,2,4,17,1.0,0,0,0.0
33,1,2,4,20,1.0,0,0,0.0
33,1,2,4,22,0.279452,0,0,0.0
33,1,2,4,22,0.238356,0,0,0.0
33,1,2,4,26,0.293151,0,0,0.0
33,1,2,4,50,0.690411,0,0,0.0
33,1,2,5,1,0.49589,0,0,0.0
33,1,2,5,2,0.410959,0,0,0.0
33,1,2,5,2,0.731507,0,0,0.0
33,1,2,5,2,1.0,0,0,0.0
33,1,2,5,3,0.452055,0,0,0.0
33,1,2,5,3,1.0,0,0,0.0
33,1,2,5,4,0.70411,0,0,0.0
33,1,2,5,4,0.868493,0,0,0.0
33,1,2,5,8,0.479452,0,0,0.0
33,1,2,5,8,0.4,0,0,0.0
33,1,2,5,9,0.989041,0,0,0.0
33,1,2,5,10,1.0,0,0,0.0
33,1,2,5,10,0.50411,0,0,0.0
33,1,2,5,11,0.10411,0,0,0.0
33,1,2,5,12,1.0,0,0,0.0
33,1,2,5,12,0.663014,0,0,0.0
33,1,2,5,12,0.476712,0,0,0.0
33,1,2,5,13,1.441096,0,0,0.0
33,1,2,5,13,0.736986,0,0,0.0
33,1,2,5,14,2.189041,0,0,0.0
33,1,2,5,14,0.567123,0,0,0.0
33,1,2,5,14,1.0,0,0,0.0
33,1,2,5,14,0.265753,0,0,0.0
33,1,2,5,14,0.731507,0,0,0.0
33,1,2,5,14,1.873973,0,0,0.0
33,1,2,5,15,0.90411,0,0,0.0
33,1,2,5,15,1.0,0,0,0.0
33,1,2,5,15,0.49863,0,0,0.0
33,1,2,5,15,0.50137,0,0,0.0
33,1,2,5,15,0.509589,0,0,0.0
33,1,2,5,16,1.0,0,0,0.0
33,1,2,5,16,0.558904,0,0,0.0
33,1,2,5,16,0.087671,0,0,0.0
33,1,2,5,16,1.780822,0,0,0.0
33,1,2,5,17,0.712329,0,0,0.0
33,1,2,5,17,0.589041,0,0,0.0
33,1,2,5,17,0.715068,0,0,0.0
33,1,2,5,18,0.983562,0,0,0.0
33,1,2,5,18,0.49863,0,0,0.0
33,1,2,5,18,1.0,0,0,0.0
33,1,2,5,20,1.0,0,0,0.0
33,1,2,5,20,0.558904,0,0,0.0
33,1,2,5,23,0.139726,0,0,0.0
33,1,2,5,26,0.424658,1,38000,2.3548361269539253
33,1,2,6,0,0.317808,0,0,0.0
33,1,2,6,1,0.180822,0,0,0.0
33,1,2,6,1,0.419178,0,0,0.0
33,1,2,6,2,0.487671,0,0,0.0
33,1,2,6,7,0.775342,0,0,0.0
33,1,2,6,8,0.50137,0,0,0.0
33,1,2,6,9,0.49589,0,0,0.0
33,1,2,6,10,0.268493,0,0,0.0
33,1,2,6,10,0.032877,0,0,0.0
33,1,2,6,12,0.49863,0,0,0.0
33,1,2,6,13,0.416438,0,0,0.0
33,1,2,6,14,0.986301,0,0,0.0
33,1,2,6,14,0.616438,0,0,0.0
33,1,2,6,15,1.723288,0,0,0.0
33,1,2,6,15,0.539726,0,0,0.0
33,1,2,6,16,0.210959,0,0,0.0
33,1,2,6,16,0.252055,0,0,0.0
33,1,2,6,16,1.953425,0,0,0.0
33,1,2,6,17,1.0,0,0,0.0
33,1,2,6,18,0.189041,0,0,0.0
33,1,2,6,18,1.350685,0,0,0.0
33,1,2,7,0,0.252055,0,0,0.0
33,1,2,7,1,0.167123,0,0,0.0
33,1,2,7,2,0.989041,0,0,0.0
33,1,3,1,3,0.145205,0,0,0.0
33,1,3,1,4,0.131507,0,0,0.0
33,1,3,1,4,0.50137,0,0,0.0
33,1,3,1,15,2.0,0,0,0.0
33,1,3,1,17,1.0,0,0,0.0
33,1,3,1,17,0.90137,0,0,0.0
33,1,3,1,20,0.547945,0,0,0.0
33,1,3,1,27,0.989041,0,0,0.0
33,1,3,1,41,0.117808,0,0,0.0
33,1,3,1,48,0.945205,0,0,0.0
33,1,3,2,2,0.956164,0,0,0.0
33,1,3,2,17,0.923288,0,0,0.0
33,1,3,3,0,0.424658,0,0,0.0
33,1,3,3,1,1.854795,0,0,0.0
33,1,3,3,1,0.936986,0,0,0.0
33,1,3,3,1,1.0,0,0,0.0
33,1,3,3,2,0.476712,0,0,0.0
33,1,3,3,2,0.50411,0,0,0.0
33,1,3,3,2,1.0,0,0,0.0
33,1,3,3,4,0.419178,0,0,0.0
33,1,3,3,4,0.19726,0,0,0.0
33,1,3,3,4,0.857534,0,0,0.0
33,1,3,3,5,1.0,0,0,0.0
33,1,3,3,5,1.227397,0,0,0.0
33,1,3,3,6,0.969863,0,0,0.0
33,1,3,3,6,0.931507,0,0,0.0
33,1,3,3,8,1.0,0,0,0.0
