,owner_age,owner_gender,geo_zone,vehicle_classification,vehicle_age,duration,n_claims,claim_cost,claim_frequency
20690,35,1,3,3,3,1.0,0,0,0.0
20691,35,1,3,3,3,1.619178,0,0,0.0
20692,35,1,3,3,3,0.939726,0,0,0.0
20693,35,1,3,3,4,0.416438,0,0,0.0
20694,35,1,3,3,4,0.50137,0,0,0.0
20695,35,1,3,3,5,1.0,0,0,0.0
20696,35,1,3,3,6,1.682192,0,0,0.0
20697,35,1,3,3,6,0.30411,0,0,0.0
20698,35,1,3,3,7,0.868493,0,0,0.0
20699,35,1,3,3,8,0.39726,0,0,0.0
20700,35,1,3,3,8,0.50137,0,0,0.0
20701,35,1,3,3,8,0.59726,0,0,0.0
20702,35,1,3,3,8,1.0,0,0,0.0
20703,35,1,3,3,8,1.547945,0,0,0.0
20704,35,1,3,3,9,0.49589,0,0,0.0
20705,35,1,3,3,13,0.443836,0,0,0.0
20706,35,1,3,3,13,0.249315,0,0,0.0
20707,35,1,3,3,14,0.753425,0,0,0.0
20708,35,1,3,3,14,0.975342,0,0,0.0
20709,35,1,3,3,14,0.252055,0,0,0.0
20710,35,1,3,3,14,0.021918,0,0,0.0
20711,35,1,3,3,14,0.10137,0,0,0.0
20712,35,1,3,3,15,0.49863,0,0,0.0
20713,35,1,3,3,15,0.50137,0,0,0.0
20714,35,1,3,3,17,1.005479,0,0,0.0
20715,35,1,3,3,17,0.49589,0,0,0.0
20716,35,1,3,3,17,0.961644,0,0,0.0
20718,35,1,3,3,18,1.0,0,0,0.0
20720,35,1,3,3,20,0.99726,0,0,0.0
20721,35,1,3,3,21,1.0,0,0,0.0
20722,35,1,3,3,21,0.945205,0,0,0.0
20723,35,1,3,3,22,1.0,0,0,0.0
20724,35,1,3,3,23,0.345205,0,0,0.0
20725,35,1,3,3,26,0.441096,0,0,0.0
20726,35,1,3,3,28,1.0,0,0,0.0
20727,35,1,3,3,29,1.0,0,0,0.0
20729,35,1,3,4,1,0.021918,0,0,0.0
20730,35,1,3,4,2,1.0,0,0,0.0
20731,35,1,3,4,2,0.336986,0,0,0.0
20732,35,1,3,4,2,0.956164,0,0,0.0
20733,35,1,3,4,4,0.0,0,0,0.0
20734,35,1,3,4,4,0.854795,0,0,0.0
20735,35,1,3,4,7,0.167123,0,0,0.0
20736,35,1,3,4,11,1.0,0,0,0.0
20738,35,1,3,4,14,0.178082,0,0,0.0
20739,35,1,3,4,15,0.975342,0,0,0.0
20740,35,1,3,4,15,0.783562,0,0,0.0
20741,35,1,3,4,16,0.49589,0,0,0.0
20742,35,1,3,4,16,0.50411,0,0,0.0
20743,35,1,3,4,16,0.49863,0,0,0.0
20744,35,1,3,4,17,3.00274,0,0,0.0
20745,35,1,3,4,17,0.49589,0,0,0.0
20746,35,1,3,4,17,0.054795,0,0,0.0
20747,35,1,3,4,17,0.427397,0,0,0.0
20748,35,1,3,4,17,0.69863,0,0,0.0
20749,35,1,3,4,18,0.747945,0,0,0.0
20750,35,1,3,4,18,0.30411,0,0,0.0
20751,35,1,3,4,18,0.40274,0,0,0.0
20752,35,1,3,4,19,0.980822,0,0,0.0
20753,35,1,3,4,21,0.928767,0,0,0.0
20754,35,1,3,4,21,0.241096,0,0,0.0
20755,35,1,3,4,21,0.684932,0,0,0.0
20756,35,1,3,4,23,1.0,0,0,0.0
20759,35,1,3,5,2,1.89589,0,0,0.0
20760,35,1,3,5,3,0.0,0,0,0.0
20761,35,1,3,5,7,0.986301,0,0,0.0
20762,35,1,3,5,8,0.958904,0,0,0.0
20763,35,1,3,5,10,1.0,0,0,0.0
20764,35,1,3,5,12,1.0,0,0,0.0
20765,35,1,3,5,14,0.923288,0,0,0.0
20766,35,1,3,5,15,0.90411,0,0,0.0
20767,35,1,3,5,15,0.487671,0,0,0.0
20768,35,1,3,5,16,0.975342,0,0,0.0
20769,35,1,3,5,16,1.0,0,0,0.0
20770,35,1,3,5,16,1.394521,0,0,0.0
20771,35,1,3,5,17,0.49863,0,0,0.0
20772,35,1,3,5,17,0.964384,0,0,0.0
20773,35,1,3,5,17,1.432877,0,0,0.0
20774,35,1,3,5,18,1.0,0,0,0.0
20775,35,1,3,5,18,0.884932,0,0,0.0
20776,35,1,3,5,19,0.175342,0,0,0.0
20777,35,1,3,5,19,0.975342,0,0,0.0
20778,35,1,3,5,20,0.49589,0,0,0.0
20779,35,1,3,5,20,0.879452,0,0,0.0
20780,35,1,3,5,21,1.276712,0,0,0.0
20781,35,1,3,5,22,1.0,0,0,0.0
20782,35,1,3,5,23,0.323288,0,0,0.0
20783,35,1,3,5,23,0.969863,0,0,0.0
20784,35,1,3,5,25,1.0,0,0,0.0
20785,35,1,3,5,26,0.465753,0,0,0.0
20786,35,1,3,5,27,1.0,0,0,0.0
20787,35,1,3,5,51,1.0,0,0,0.0
20788,35,1,3,6,3,0.939726,0,0,0.0
20789,35,1,3,6,4,0.794521,0,0,0.0
20790,35,1,3,6,4,0.309589,0,0,0.0
20791,35,1,3,6,7,1.0,0,0,0.0
20792,35,1,3,6,8,1.0,0,0,0.0
20793,35,1,3,6,9,0.49589,0,0,0.0
20794,35,1,3,6,9,2.50411,0,0,0.0
20795,35,1,3,6,10,0.654795,0,0,0.0
20796,35,1,3,6,11,1.0,0,0,0.0
20797,35,1,3,6,12,0.545205,0,0,0.0
20798,35,1,3,6,12,0.457534,0,0,0.0
20799,35,1,3,6,12,0.893151,0,0,0.0
20800,35,1,3,6,12,0.873973,0,0,0.0
20801,35,1,3,6,13,2.528767,0,0,0.0
20802,35,1,3,6,14,0.915068,0,0,0.0
20803,35,1,3,6,14,0.449315,0,0,0.0
20804,35,1,3,6,15,1.775342,0,0,0.0
20805,35,1,3,6,16,1.0,0,0,0.0
20806,35,1,3,6,16,0.252055,0,0,0.0
20807,35,1,3,6,17,0.076712,0,0,0.0
20808,35,1,3,6,17,1.0,0,0,0.0
20809,35,1,3,6,17,0.991781,0,0,0.0
20810,35,1,3,7,1,0.024658,0,0,0.0
20811,35,1,3,7,6,0.010959,0,0,0.0
20812,35,1,4,1,4,0.454795,0,0,0.0
20813,35,1,4,1,6,0.186301,0,0,0.0
20814,35,1,4,1,7,0.00274,0,0,0.0
20815,35,1,4,1,9,1.0,0,0,0.0
20816,35,1,4,1,10,0.115068,0,0,0.0
20817,35,1,4,1,11,0.49589,0,0,0.0
20818,35,1,4,1,13,1.0,0,0,0.0
20819,35,1,4,1,14,0.0,0,0,0.0
20820,35,1,4,1,14,0.238356,0,0,0.0
20821,35,1,4,1,15,1.0,0,0,0.0
20822,35,1,4,1,16,0.994521,0,0,0.0
20823,35,1,4,1,16,0.046575,0,0,0.0
20824,35,1,4,1,20,0.175342,0,0,0.0
20825,35,1,4,1,22,0.441096,0,0,0.0
20826,35,1,4,1,24,1.0,0,0,0.0
20827,35,1,4,1,26,0.008219,0,0,0.0
20828,35,1,4,1,27,0.169863,0,0,0.0
20829,35,1,4,1,28,1.750685,0,0,0.0
20830,35,1,4,1,28,0.939726,0,0,0.0
20831,35,1,4,1,30,0.093151,0,0,0.0
20832,35,1,4,1,30,0.249315,0,0,0.0
20833,35,1,4,1,31,0.460274,0,0,0.0
20834,35,1,4,1,31,1.0,0,0,0.0
20835,35,1,4,1,32,0.852055,0,0,0.0
20836,35,1,4,1,35,0.942466,0,0,0.0
20837,35,1,4,1,39,1.0,0,0,0.0
20838,35,1,4,1,39,1.00274,0,0,0.0
20839,35,1,4,1,40,0.49863,0,0,0.0
20840,35,1,4,1,42,0.471233,0,0,0.0
20841,35,1,4,1,43,2.076712,0,0,0.0
20842,35,1,4,1,43,1.0,0,0,0.0
20843,35,1,4,1,44,0.441096,0,0,0.0
20844,35,1,4,1,44,0.263014,0,0,0.0
20845,35,1,4,1,45,0.956164,0,0,0.0
20846,35,1,4,1,47,0.964384,0,0,0.0
20847,35,1,4,1,47,1.0,0,0,0.0
20848,35,1,4,1,48,0.967123,0,0,0.0
20849,35,1,4,1,49,0.405479,0,0,0.0
20850,35,1,4,1,49,0.342466,0,0,0.0
20851,35,1,4,1,59,1.468493,0,0,0.0
20852,35,1,4,2,2,0.99726,0,0,0.0
20853,35,1,4,2,3,0.994521,0,0,0.0
20854,35,1,4,2,6,0.772603,0,0,0.0
20855,35,1,4,2,12,1.0,0,0,0.0
20857,35,1,4,2,13,0.980822,0,0,0.0
20858,35,1,4,2,14,0.449315,0,0,0.0
20859,35,1,4,2,14,0.731507,0,0,0.0
20860,35,1,4,2,15,0.967123,0,0,0.0
20861,35,1,4,2,16,0.369863,0,0,0.0
20862,35,1,4,2,18,0.942466,0,0,0.0
20863,35,1,4,2,35,0.131507,0,0,0.0
20864,35,1,4,2,37,1.0,0,0,0.0
20865,35,1,4,2,45,0.221918,0,0,0.0
20866,35,1,4,3,0,0.0,0,0,0.0
20869,35,1,4,3,1,0.646575,0,0,0.0
20870,35,1,4,3,1,0.986301,0,0,0.0
20871,35,1,4,3,1,0.950685,0,0,0.0
20872,35,1,4,3,2,0.49589,0,0,0.0
20873,35,1,4,3,2,0.90137,1,68000,1.0
20874,35,1,4,3,2,1.0,0,0,0.0
20876,35,1,4,3,3,0.49589,0,0,0.0
20877,35,1,4,3,3,1.021918,0,0,0.0
20878,35,1,4,3,3,1.545205,0,0,0.0
20879,35,1,4,3,4,0.339726,0,0,0.0
20880,35,1,4,3,4,1.926027,0,0,0.0
20881,35,1,4,3,4,2.794521,0,0,0.0
20882,35,1,4,3,6,1.419178,0,0,0.0
20883,35,1,4,3,6,0.594521,0,0,0.0
20884,35,1,4,3,7,0.745205,0,0,0.0
20885,35,1,4,3,7,0.342466,0,0,0.0
20886,35,1,4,3,7,2.008219,0,0,0.0
20887,35,1,4,3,8,0.920548,0,0,0.0
20888,35,1,4,3,9,2.00274,0,0,0.0
20889,35,1,4,3,10,1.0,0,0,0.0
20890,35,1,4,3,11,0.312329,0,0,0.0
20891,35,1,4,3,11,0.953425,0,0,0.0
20892,35,1,4,3,12,1.364384,0,0,0.0
20893,35,1,4,3,12,0.0,0,0,0.0
20894,35,1,4,3,12,0.336986,0,0,0.0
20895,35,1,4,3,12,1.008219,0,0,0.0
20896,35,1,4,3,12,0.457534,0,0,0.0
20897,35,1,4,3,13,0.243836,0,0,0.0
20898,35,1,4,3,13,0.00274,0,0,0.0
20899,35,1,4,3,14,0.00274,0,0,0.0
20900,35,1,4,3,14,0.50137,0,0,0.0
20901,35,1,4,3,14,0.673973,0,0,0.0
20902,35,1,4,3,15,0.539726,0,0,0.0
20903,35,1,4,3,15,2.890411,0,0,0.0
20904,35,1,4,3,15,1.665753,0,0,0.0
20905,35,1,4,3,15,0.0,0,0,0.0
20906,35,1,4,3,15,1.526027,0,0,0.0
20907,35,1,4,3,16,1.545205,0,0,0.0
20908,35,1,4,3,16,0.0,0,0,0.0
20909,35,1,4,3,16,0.49589,0,0,0.0
20910,35,1,4,3,16,0.50411,0,0,0.0
20911,35,1,4,3,16,1.145205,0,0,0.0
20912,35,1,4,3,16,2.690411,0,0,0.0
20913,35,1,4,3,17,1.457534,0,0,0.0
20914,35,1,4,3,17,0.90411,0,0,0.0
20915,35,1,4,3,17,1.383562,0,0,0.0
20916,35,1,4,3,17,0.49589,0,0,0.0
20917,35,1,4,3,18,2.271233,0,0,0.0
20918,35,1,4,3,18,1.0,0,0,0.0
20919,35,1,4,3,18,0.49589,0,0,0.0
20920,35,1,4,3,19,0.441096,0,0,0.0
20921,35,1,4,3,20,0.964384,0,0,0.0
20922,35,1,4,3,20,0.709589,0,0,0.0
20923,35,1,4,3,20,1.0,0,0,0.0
20924,35,1,4,3,20,1.49863,0,0,0.0
20925,35,1,4,3,20,0.416438,0,0,0.0
20927,35,1,4,3,21,0.616438,0,0,0.0
20928,35,1,4,3,21,0.320548,0,0,0.0
20929,35,1,4,3,21,0.326027,0,0,0.0
20930,35,1,4,3,22,2.0,0,0,0.0
20931,35,1,4,3,22,1.0,0,0,0.0
20932,35,1,4,3,23,0.482192,0,0,0.0
20933,35,1,4,3,23,0.567123,0,0,0.0
20934,35,1,4,3,24,0.49863,0,0,0.0
20935,35,1,4,3,24,1.0,0,0,0.0
20936,35,1,4,3,25,0.717808,0,0,0.0
20937,35,1,4,3,26,1.0,0,0,0.0
20938,35,1,4,3,29,0.989041,0,0,0.0
20939,35,1,4,3,30,0.621918,0,0,0.0
20940,35,1,4,3,31,1.0,0,0,0.0
20941,35,1,4,3,32,0.0,0,0,0.0
20942,35,1,4,3,32,0.758904,0,0,0.0
20943,35,1,4,3,35,0.531507,0,0,0.0
20944,35,1,4,3,35,0.221918,0,0,0.0
20945,35,1,4,3,37,0.621918,0,0,0.0
20946,35,1,4,3,37,0.093151,0,0,0.0
20947,35,1,4,3,46,0.476712,0,0,0.0
20948,35,1,4,3,51,1.0,0,0,0.0
20949,35,1,4,3,52,0.50411,0,0,0.0
20950,35,1,4,4,1,0.994521,0,0,0.0
20951,35,1,4,4,1,0.0,0,0,0.0
20953,35,1,4,4,2,0.550685,0,0,0.0
20954,35,1,4,4,2,0.449315,0,0,0.0
20955,35,1,4,4,3,0.0,0,0,0.0
20956,35,1,4,4,3,1.0,0,0,0.0
20958,35,1,4,4,3,0.961644,0,0,0.0
20959,35,1,4,4,4,0.547945,0,0,0.0
20960,35,1,4,4,6,0.252055,0,0,0.0
20961,35,1,4,4,6,0.29863,0,0,0.0
20962,35,1,4,4,7,0.813699,0,0,0.0
20963,35,1,4,4,7,0.690411,0,0,0.0
20964,35,1,4,4,7,0.980822,0,0,0.0
20965,35,1,4,4,9,1.326027,0,0,0.0
20966,35,1,4,4,10,1.0,0,0,0.0
20967,35,1,4,4,11,1.0,0,0,0.0
20968,35,1,4,4,11,0.479452,0,0,0.0
20969,35,1,4,4,12,1.0,0,0,0.0
20970,35,1,4,4,12,1.00274,0,0,0.0
20971,35,1,4,4,13,1.915068,0,0,0.0
20972,35,1,4,4,13,1.030137,0,0,0.0
20973,35,1,4,4,13,0.791781,0,0,0.0
20974,35,1,4,4,13,1.010959,0,0,0.0
20975,35,1,4,4,14,0.632877,0,0,0.0
20976,35,1,4,4,14,0.405479,0,0,0.0
20977,35,1,4,4,14,1.054795,0,0,0.0
20978,35,1,4,4,14,2.99726,0,0,0.0
20979,35,1,4,4,15,1.427397,0,0,0.0
20980,35,1,4,4,15,2.40274,0,0,0.0
20981,35,1,4,4,16,1.438356,0,0,0.0
20982,35,1,4,4,16,0.19726,0,0,0.0
20983,35,1,4,4,16,0.49589,0,0,0.0
20984,35,1,4,4,16,0.958904,0,0,0.0
20985,35,1,4,4,17,0.956164,0,0,0.0
20986,35,1,4,4,17,0.350685,0,0,0.0
20987,35,1,4,4,17,0.50411,0,0,0.0
20988,35,1,4,4,17,0.0,0,0,0.0
20989,35,1,4,4,17,0.326027,0,0,0.0
20990,35,1,4,4,17,1.068493,0,0,0.0
20991,35,1,4,4,18,0.443836,0,0,0.0
20992,35,1,4,4,18,0.49589,0,0,0.0
20993,35,1,4,4,18,1.00274,0,0,0.0
20994,35,1,4,4,18,3.816438,0,0,0.0
20995,35,1,4,4,19,1.0,0,0,0.0
20996,35,1,4,4,21,1.745205,0,0,0.0
20997,35,1,4,4,21,1.287671,0,0,0.0
20998,35,1,4,4,21,0.430137,0,0,0.0
20999,35,1,4,4,23,0.813699,0,0,0.0
21000,35,1,4,4,23,0.0,0,0,0.0
21001,35,1,4,4,24,1.0,0,0,0.0
21002,35,1,4,4,25,1.0,0,0,0.0
21003,35,1,4,4,25,0.427397,0,0,0.0
21004,35,1,4,4,26,1.79726,0,0,0.0
21005,35,1,4,4,27,0.690411,0,0,0.0
21006,35,1,4,4,27,0.336986,0,0,0.0
21007,35,1,4,4,28,0.986301,0,0,0.0
21008,35,1,4,4,28,1.0,0,0,0.0
21009,35,1,4,4,38,1.0,0,0,0.0
21010,35,1,4,4,39,1.0,0,0,0.0
21011,35,1,4,4,49,0.087671,0,0,0.0
21014,35,1,4,5,1,0.452055,0,0,0.0
21015,35,1,4,5,1,0.964384,0,0,0.0
21016,35,1,4,5,1,0.038356,0,0,0.0
21017,35,1,4,5,1,0.430137,0,0,0.0
21018,35,1,4,5,2,0.731507,0,0,0.0
21019,35,1,4,5,3,1.0,0,0,0.0
21020,35,1,4,5,3,0.934247,0,0,0.0
21021,35,1,4,5,5,1.161644,0,0,0.0
21022,35,1,4,5,5,2.608219,0,0,0.0
21023,35,1,4,5,6,0.350685,0,0,0.0
21024,35,1,4,5,6,0.99726,0,0,0.0
21025,35,1,4,5,7,0.950685,0,0,0.0
21026,35,1,4,5,8,0.534247,0,0,0.0
21027,35,1,4,5,9,0.964384,0,0,0.0
21028,35,1,4,5,9,1.465753,0,0,0.0
21029,35,1,4,5,10,0.164384,0,0,0.0
21030,35,1,4,5,10,0.476712,0,0,0.0
21031,35,1,4,5,11,0.476712,0,0,0.0
21032,35,1,4,5,11,0.50411,0,0,0.0
21033,35,1,4,5,12,0.479452,0,0,0.0
21034,35,1,4,5,12,1.832877,0,0,0.0
21035,35,1,4,5,12,0.986301,0,0,0.0
21036,35,1,4,5,13,3.126027,0,0,0.0
21037,35,1,4,5,13,0.961644,0,0,0.0
21038,35,1,4,5,13,0.794521,0,0,0.0
21039,35,1,4,5,13,0.380822,0,0,0.0
21040,35,1,4,5,14,0.446575,0,0,0.0
21041,35,1,4,5,14,1.312329,0,0,0.0
21042,35,1,4,5,14,1.468493,0,0,0.0
21043,35,1,4,5,14,0.50137,0,0,0.0
21044,35,1,4,5,14,0.893151,0,0,0.0
21045,35,1,4,5,15,1.060274,0,0,0.0
21046,35,1,4,5,15,0.427397,0,0,0.0
21047,35,1,4,5,15,0.021918,0,0,0.0
21048,35,1,4,5,15,1.0,0,0,0.0
21049,35,1,4,5,15,1.00274,0,0,0.0
21050,35,1,4,5,16,1.421918,0,0,0.0
21051,35,1,4,5,16,2.389041,0,0,0.0
21052,35,1,4,5,16,0.449315,0,0,0.0
21053,35,1,4,5,16,1.460274,0,0,0.0
21054,35,1,4,5,16,1.219178,0,0,0.0
21055,35,1,4,5,16,6.342466,0,0,0.0
21056,35,1,4,5,17,2.0,0,0,0.0
21057,35,1,4,5,17,1.0,0,0,0.0
21058,35,1,4,5,17,0.978082,0,0,0.0
21059,35,1,4,5,17,0.975342,0,0,0.0
21060,35,1,4,5,17,1.227397,0,0,0.0
21061,35,1,4,5,17,4.564384,0,0,0.0
21062,35,1,4,5,18,1.476712,0,0,0.0
21063,35,1,4,5,18,0.0,0,0,0.0
21064,35,1,4,5,18,4.854795,0,0,0.0
21065,35,1,4,5,19,1.0,0,0,0.0
21066,35,1,4,5,19,0.747945,0,0,0.0
21067,35,1,4,5,19,0.956164,0,0,0.0
21068,35,1,4,5,19,0.994521,0,0,0.0
21069,35,1,4,5,20,1.0,0,0,0.0
21070,35,1,4,5,20,0.0,0,0,0.0
21071,35,1,4,5,21,1.646575,0,0,0.0
21072,35,1,4,5,21,0.49863,0,0,0.0
21073,35,1,4,5,21,1.0,0,0,0.0
21074,35,1,4,5,23,0.967123,0,0,0.0
21075,35,1,4,5,23,1.0,0,0,0.0
21076,35,1,4,5,45,0.457534,0,0,0.0
21078,35,1,4,6,1,0.153425,0,0,0.0
21079,35,1,4,6,1,0.30137,0,0,0.0
21080,35,1,4,6,2,0.421918,0,0,0.0
21082,35,1,4,6,5,1.0,0,0,0.0
21083,35,1,4,6,5,1.435616,0,0,0.0
21084,35,1,4,6,6,0.520548,0,0,0.0
21085,35,1,4,6,6,1.0,0,0,0.0
21086,35,1,4,6,7,0.312329,0,0,0.0
21087,35,1,4,6,7,1.632877,0,0,0.0
21088,35,1,4,6,8,0.49863,0,0,0.0
21089,35,1,4,6,8,2.843836,1,75000,0.0
21090,35,1,4,6,9,1.0,0,0,0.0
21091,35,1,4,6,10,0.336986,0,0,0.0
21092,35,1,4,6,10,1.416438,0,0,0.0
21093,35,1,4,6,11,0.715068,0,0,0.0
21094,35,1,4,6,11,3.00274,0,0,0.0
21095,35,1,4,6,12,0.931507,0,0,0.0
21096,35,1,4,6,12,2.663014,0,0,0.0
21097,35,1,4,6,13,0.364384,0,0,0.0
21098,35,1,4,6,13,0.931507,0,0,0.0
21099,35,1,4,6,13,0.183562,0,0,0.0
21100,35,1,4,6,13,0.967123,0,0,0.0
21101,35,1,4,6,14,0.131507,0,0,0.0
21102,35,1,4,6,14,0.50137,0,0,0.0
21103,35,1,4,6,14,1.0,0,0,0.0
21104,35,1,4,6,14,5.810959,0,0,0.0
21105,35,1,4,6,15,0.463014,0,0,0.0
21106,35,1,4,6,15,0.673973,0,0,0.0
21107,35,1,4,6,15,1.430137,0,0,0.0
21108,35,1,4,6,15,2.39726,0,0,0.0
21109,35,1,4,6,16,0.457534,0,0,0.0
21110,35,1,4,6,16,0.134247,0,0,0.0
21111,35,1,4,6,16,4.506849,0,0,0.0
21112,35,1,4,6,17,1.49589,0,0,0.0
21113,35,1,4,6,17,0.49589,0,0,0.0
21114,35,1,4,6,17,1.506849,0,0,0.0
21115,35,1,4,6,17,1.0,0,0,0.0
21116,35,1,4,6,18,1.0,0,0,0.0
21117,35,1,4,6,18,2.756164,0,0,0.0
21118,35,1,4,6,19,2.0,0,0,0.0
21119,35,1,4,6,19,0.0,0,0,0.0
21120,35,1,4,6,19,0.405479,0,0,0.0
21121,35,1,4,7,1,0.958904,0,0,0.0
21122,35,1,4,7,1,1.0,0,0,0.0
21123,35,1,4,7,2,0.50411,0,0,0.0
21124,35,1,4,7,21,0.745205,0,0,0.0
21125,35,1,5,1,14,1.0,0,0,0.0
21126,35,1,5,1,46,1.838356,0,0,0.0
21127,35,1,5,1,52,0.50411,0,0,0.0
21128,35,1,5,2,3,0.654795,0,0,0.0
21129,35,1,5,2,6,0.621918,0,0,0.0
21130,35,1,5,3,1,0.49863,0,0,0.0
21131,35,1,5,3,1,0.0,0,0,0.0
21132,35,1,5,3,5,1.0,0,0,0.0
21133,35,1,5,3,17,1.0,0,0,0.0
21134,35,1,5,4,2,0.246575,0,0,0.0
21135,35,1,5,4,2,1.0,0,0,0.0
21136,35,1,5,4,17,0.810959,0,0,0.0
21137,35,1,5,4,19,0.969863,0,0,0.0
21139,35,1,5,5,12,1.0,0,0,0.0
21140,35,1,5,5,12,0.471233,0,0,0.0
21141,35,1,5,5,15,0.630137,0,0,0.0
21142,35,1,5,5,16,0.49863,0,0,0.0
21143,35,1,5,5,17,0.50137,0,0,0.0
21144,35,1,5,6,2,0.361644,0,0,0.0
21145,35,1,5,6,5,1.0,0,0,0.0
21146,35,1,5,6,9,0.452055,0,0,0.0
21147,35,1,5,7,10,0.687671,0,0,0.0
21148,35,1,6,1,13,0.057534,0,0,0.0
21149,35,1,6,1,13,0.389041,0,0,0.0
21150,35,1,6,1,18,1.0,0,0,0.0
21151,35,1,6,1,45,0.939726,0,0,0.0
21152,35,1,6,1,49,0.0,0,0,0.0
21153,35,1,6,1,49,0.232877,0,0,0.0
21154,35,1,6,2,45,1.0,0,0,0.0
21156,35,1,6,3,1,0.364384,0,0,0.0
21158,35,1,6,3,3,0.663014,0,0,0.0
21159,35,1,6,3,3,0.958904,0,0,0.0
21160,35,1,6,3,4,0.6,0,0,0.0
21161,35,1,6,3,8,0.553425,0,0,0.0
21162,35,1,6,3,23,1.0,0,0,0.0
21163,35,1,6,3,37,1.0,0,0,0.0
21164,35,1,6,3,41,0.863014,0,0,0.0
21165,35,1,6,4,21,0.89589,0,0,0.0
21167,35,1,6,5,7,0.575342,0,0,0.0
21168,35,1,6,5,14,0.309589,0,0,0.0
21169,35,1,6,5,15,1.994521,0,0,0.0
21170,35,1,6,5,16,0.424658,0,0,0.0
21171,35,1,6,5,16,0.112329,0,0,0.0
21172,35,1,6,5,18,0.084932,0,0,0.0
21173,35,1,6,5,43,0.260274,0,0,0.0
21174,35,1,6,5,43,0.824658,0,0,0.0
21175,35,1,6,6,3,0.80274,0,0,0.0
21176,35,1,6,6,13,1.0,1,15072,1.0
21177,35,1,6,6,14,0.0,0,0,0.0
21178,35,1,6,6,16,0.452055,0,0,0.0
21179,35,1,6,6,18,1.0,0,0,0.0
21180,35,1,6,7,13,0.452055,0,0,0.0
21181,35,1,6,7,44,0.942466,0,0,0.0
21182,35,1,7,1,16,0.630137,0,0,0.0
21183,35,1,7,3,7,1.0,0,0,0.0
21184,35,1,7,4,14,0.312329,0,0,0.0
21185,35,1,7,5,18,1.0,0,0,0.0
21186,35,1,7,6,15,1.59726,0,0,0.0
21187,36,0,1,1,3,0.928767,0,0,0.0
21188,36,0,1,1,8,0.136986,0,0,0.0
21190,36,0,1,3,1,0.991781,0,0,0.0
21191,36,0,1,3,1,0.558904,0,0,0.0
21192,36,0,1,3,4,0.550685,0,0,0.0
21193,36,0,1,3,5,0.49589,0,0,0.0
21194,36,0,1,3,6,0.958904,0,0,0.0
21195,36,0,1,3,6,0.49589,0,0,0.0
21196,36,0,1,3,14,0.794521,0,0,0.0
21197,36,0,1,3,14,0.923288,0,0,0.0
21198,36,0,1,3,14,0.410959,0,0,0.0
21199,36,0,1,3,15,0.928767,0,0,0.0
21200,36,0,1,3,16,0.934247,0,0,0.0
21201,36,0,1,3,16,1.487671,0,0,0.0
21202,36,0,1,3,17,0.991781,0,0,0.0
21203,36,0,1,3,17,1.0,0,0,0.0
21204,36,0,1,3,18,0.646575,0,0,0.0
21205,36,0,1,3,18,0.246575,0,0,0.0
21206,36,0,1,3,19,0.934247,0,0,0.0
21207,36,0,1,3,21,0.20274,0,0,0.0
21208,36,0,1,3,23,1.0,0,0,0.0
21209,36,0,1,4,1,0.947945,0,0,0.0
21210,36,0,1,4,2,0.315068,0,0,0.0
21211,36,0,1,4,7,0.479452,0,0,0.0
21212,36,0,1,4,14,1.082192,0,0,0.0
21213,36,0,1,4,15,0.452055,0,0,0.0
21214,36,0,1,4,17,0.969863,0,0,0.0
21215,36,0,1,4,17,0.0,0,0,0.0
21216,36,0,1,4,17,0.49589,0,0,0.0
21217,36,0,1,4,18,0.112329,0,0,0.0
21218,36,0,1,4,25,0.972603,0,0,0.0
21219,36,0,1,5,1,0.939726,0,0,0.0
21220,36,0,1,5,3,1.0,0,0,0.0
21221,36,0,1,5,6,0.326027,0,0,0.0
21222,36,0,1,5,13,0.284932,0,0,0.0
21223,36,0,1,5,16,1.0,0,0,0.0
21224,36,0,1,6,11,0.487671,0,0,0.0
21225,36,0,1,7,8,0.432877,0,0,0.0
21226,36,0,2,1,6,0.0,0,0,0.0
21227,36,0,2,1,14,1.0,0,0,0.0
21228,36,0,2,1,15,0.50137,0,0,0.0
21229,36,0,2,1,15,0.0,0,0,0.0
21230,36,0,2,1,34,1.0,0,0,0.0
21231,36,0,2,2,2,0.819178,0,0,0.0
21232,36,0,2,2,16,0.947945,0,0,0.0
21233,36,0,2,2,17,0.934247,0,0,0.0
21234,36,0,2,2,20,0.50411,0,0,0.0
21235,36,0,2,2,22,0.50411,0,0,0.0
21236,36,0,2,3,2,0.994521,0,0,0.0
21237,36,0,2,3,3,0.99726,0,0,0.0
21238,36,0,2,3,5,1.00274,0,0,0.0
21239,36,0,2,3,7,0.989041,0,0,0.0
21240,36,0,2,3,8,0.936986,0,0,0.0
21241,36,0,2,3,12,0.419178,0,0,0.0
21242,36,0,2,3,12,0.50411,0,0,0.0
21243,36,0,2,3,14,0.49589,0,0,0.0
21244,36,0,2,3,14,0.394521,0,0,0.0
21245,36,0,2,3,14,0.49863,0,0,0.0
21246,36,0,2,3,14,0.50137,0,0,0.0
21247,36,0,2,3,14,0.586301,0,0,0.0
21248,36,0,2,3,15,0.249315,0,0,0.0
21249,36,0,2,3,15,0.276712,0,0,0.0
21250,36,0,2,3,17,1.0,0,0,0.0
21251,36,0,2,3,18,0.961644,0,0,0.0
